palabra	frecPos	frecNeg
distasteful	2	15
cords	1	3
clamps	1	0
disconcerted	2	0
sidewalks	1	2
cheesecake	2	4
chemically	1	4
hankers	1	0
evers	1	3
leith	1	4
cackles	1	1
gyrate	1	1
calculator	1	0
talespin	8	2
ducktales	2	5
darkwing	2	3
harddrive	1	0
edd	1	0
undecipherable	1	2
hyroglyph	1	0
woodgrain	1	0
salivate	1	0
sheepskin	1	0
baloo	3	0
baloopers	1	0
footmats	1	0
carpetbaggers	1	1
foresay	1	0
machina	1	8
boulange	1	0
dallied	1	0
carmine	1	0
disbelievable	1	0
griffit	1	0
maurren	1	0
merilu	1	0
butkus	1	1
phonies	1	0
repairmen	1	0
horsing	1	0
amamore	1	0
matchmaking	1	0
snail	2	16
uplifted	1	1
nra	3	2
fdr	2	0
brandi	1	1
tirade	2	4
hobble	1	0
brandie	1	0
brats	1	6
wah	2	0
plaintive	1	0
como	5	0
euphemistic	1	1
beginsthis	1	0
lashelle	2	0
careening	1	1
demurring	1	0
unflaunting	1	0
bravest	1	0
eachother	2	0
nobler	1	1
wholehearted	1	0
blare	1	1
jf	1	0
bigas	1	3
mathilda	1	0
duran	1	4
suckle	2	0
jamon	2	0
alcaine	1	0
confection	1	3
tobacco	1	4
dinaggioi	1	0
spouts	3	8
aristide	1	1
haiti	1	2
tights	4	5
sholem	1	0
fuchs	1	0
anhalt	1	0
banquo	1	0
elsen	1	0
davoli	1	0
comebacks	3	3
questionably	2	0
averted	1	2
muddied	1	0
nyt	1	0
bolted	1	0
twinge	1	1
slush	1	1
cauldron	2	1
dalarna	1	0
oldfriends	1	0
superfighters	1	0
matures	3	0
selectivity	1	0
metaphorically	2	3
lipsync	1	0
formative	1	1
jilted	1	2
liberace	2	0
headband	1	0
slicker	1	4
egdy	1	0
docteur	1	0
preys	2	1
youe	1	0
titty	1	0
twirling	2	2
shoulda	2	2
coulda	3	3
liberia	1	0
safaris	2	0
zebra	1	0
swahili	2	0
perfectness	1	0
kink	2	4
fartman	1	0
terrorizing	2	8
manifestly	1	1
humanization	1	0
armani	1	1
instigated	2	1
detach	4	0
bombers	2	8
saviors	1	0
hallmarks	1	4
neolithic	1	0
artisans	2	3
embolden	1	0
traverses	2	0
catwomanly	1	0
steeeeee	1	0
riiiiiike	1	0
twoooooooo	1	0
cardinals	1	1
slate	4	5
motto	1	1
weeeeeell	1	0
banshee	1	3
farrellys	1	0
replying	1	0
spongy	2	0
fanaticism	2	4
ncaa	1	0
surkin	1	0
barbedwire	1	0
porsches	1	1
dawkins	1	4
iamaseal	2	0
zomcon	5	0
collars	4	1
fenced	2	1
asunder	3	0
domestication	1	1
robinsons	1	4
zom	2	0
interceptors	1	2
kutchek	2	0
fonz	1	0
orginal	1	1
barbarossa	1	0
wolfpack	1	0
pincers	1	0
jacobs	1	0
panting	1	3
edinburgh	4	8
trafficked	1	0
vo	1	4
godawful	1	4
geezer	3	4
catharses	1	0
dumbfounded	1	4
gaffers	1	0
pullers	1	1
lighters	1	1
elivra	1	0
transylvanian	1	3
crunch	1	3
crunches	1	0
timebomb	1	0
precinct	1	5
plainclothes	2	1
antagonism	2	1
boneheaded	1	2
kingpins	1	0
darting	1	1
hantz	1	0
advisors	1	2
mileu	1	0
folky	1	0
blankfield	1	1
cheapies	1	1
reconfirmed	1	0
attractiveness	2	0
distinctions	2	1
hobnobbing	1	0
ivories	1	0
tutti	1	0
frutti	1	0
chelita	1	0
secunda	1	0
finn	1	0
catweazle	1	0
slider	1	0
undr	1	0
vandenberg	1	0
calms	1	0
hrr	1	0
opinionated	2	2
menopausal	2	0
trammell	2	1
frosty	2	15
raunchiness	1	1
mizz	2	0
spew	2	5
musa	2	1
pleasants	1	0
intimately	3	0
regality	1	0
jumanji	2	0
usaf	1	2
cadet	1	2
fllow	1	0
airmen	1	2
peach	3	5
plat	1	0
sm	1	0
kazooie	1	0
tooie	1	0
avalanches	1	0
powder	5	10
screwdriver	1	0
toasted	1	1
divulged	2	0
suckers	1	8
materially	1	0
abject	1	5
humblest	2	0
establishments	3	0
airways	1	1
kieth	1	1
spradling	1	4
conformists	1	0
aro	5	0
tolbukhin	2	0
mente	1	0
asesino	1	0
milimeters	1	0
documental	1	0
viceversa	1	0
guatemala	1	1
documentalists	1	0
decode	1	2
recollecting	1	0
chacun	1	0
cherche	1	0
tatou	2	0
battement	1	0
ailes	1	0
gamine	1	1
fantasize	1	4
nests	1	0
cinerama	2	0
quivers	1	0
redden	1	0
chirping	2	1
assaulters	1	0
unforeseen	1	1
ruper	1	0
rewrote	1	2
typographic	1	0
matrimonial	1	0
avarice	1	0
slouch	2	1
dithering	1	0
godfrey	3	1
lyons	1	1
simmond	1	0
appendage	1	1
stiggs	2	0
herek	1	0
shostakovich	1	0
philharmonic	1	1
desplat	3	0
nuovo	1	0
delerue	1	0
antonia	2	0
lovingness	1	0
mathematical	2	5
drinkable	1	0
oiled	2	1
torsos	1	0
undertow	1	1
aluminum	1	4
coverings	1	0
passably	1	2
franch	1	0
hackman	1	29
nue	2	2
disenfranchised	5	1
nonbelieveability	1	0
roz	2	5
kellytony	1	0
prepping	1	2
transylvania	1	12
furballs	1	1
snog	1	0
pollination	1	1
rasputin	2	1
gator	4	2
courrieres	1	0
smouldered	1	0
fatalities	2	0
estimable	1	2
erno	1	0
metzner	1	0
matchless	1	1
orchestras	1	0
nonpareil	3	0
squads	1	2
fatherland	1	1
cineaste	2	0
rebeecca	1	0
donaldson	1	2
kimmy	4	0
gibler	1	0
elsewere	1	0
futz	1	0
horgan	1	0
offy	1	0
discourages	2	1
misspelling	1	0
unreasoning	1	0
chronicled	1	0
replicators	2	1
aggressors	1	0
tok	1	0
nox	1	0
tollan	1	0
broaden	1	1
kelowna	1	0
langara	1	0
nemec	3	3
landry	1	1
unending	3	2
franchises	1	2
chillness	1	0
sublimated	1	0
similes	1	0
eroticized	1	0
pheasants	2	0
ifs	2	4
mcnalley	1	0
omitted	5	8
soupy	1	0
prettiness	1	0
hoydenish	1	0
unpromising	2	0
misting	1	0
discernment	1	1
unreformable	1	0
constancy	1	0
unyielding	2	1
morissey	1	0
diabolically	1	3
vinson	2	0
pussy	3	5
midwestern	2	4
shani	2	0
wallis	2	0
sikes	3	0
dodger	2	3
expectancy	1	0
klara	1	3
filmmakes	1	0
koechner	1	3
hatosy	1	0
faculty	1	2
foo	1	0
throughline	1	0
mallrats	1	0
irreconcilable	1	2
metacinematic	1	0
boorish	2	11
radiantly	1	1
laudably	1	0
sanitize	1	0
severity	1	1
candor	2	1
irrevocably	1	1
surplus	3	3
earthy	2	1
durability	1	0
laufther	1	0
thouch	1	0
moremore	1	0
sod	2	0
debit	2	2
thine	3	0
hywel	1	0
reinstate	1	0
tutoyer	1	0
addendum	2	2
hayley	1	0
essentials	2	2
giannini	1	3
confederates	2	1
damen	1	0
opiate	1	0
offends	2	6
headline	3	1
uncharismatic	1	3
arrrrrggghhhhhh	1	0
jets	1	9
arbitrarily	2	3
chriterion	1	0
disrepute	1	0
tennesse	1	0
exectioner	1	0
piering	1	0
mikal	1	0
frain	3	0
begats	1	0
tieh	5	0
sheng	2	1
chiang	1	0
mingle	1	0
pai	1	0
kue	2	0
feng	1	0
lu	1	0
chien	1	1
changs	1	0
paranoic	1	0
laurens	1	0
zion	1	1
offenses	1	1
reconsiders	1	0
brakes	1	5
repaired	2	0
ignacio	1	0
misha	6	0
spaniards	2	0
smallpox	2	1
superiority	4	5
hollywoodian	1	0
suprematy	2	0
paranoiac	2	2
nickie	1	0
parson	1	4
gekko	1	0
gg	1	0
starling	1	1
beltway	1	0
dras	1	0
fetischist	1	0
scrooges	3	0
kriemhilds	1	0
rache	1	0
schoen	1	1
rogge	1	0
kil	1	0
sentimentalism	3	1
cluny	1	0
funerals	1	3
ermine	2	4
englebert	2	1
humperdink	1	0
practising	1	1
brashness	2	0
wrightman	1	0
falon	1	0
redsox	3	0
farrely	1	0
clogging	1	1
handheld	3	3
changeover	1	0
filmgoing	1	1
mismatches	1	0
klutziness	1	0
minuses	2	0
ni	5	1
nurtures	1	0
starz	1	6
sabretooth	1	20
nappy	1	2
dodos	2	0
mammoths	1	0
zat	3	1
yaburi	1	0
asagoro	6	0
shushui	5	0
admonishes	1	0
enslaving	2	0
pluses	1	3
fallible	1	0
forerunner	3	4
dodgeball	2	2
dispelled	1	3
cuddle	1	1
loui	1	0
cecelia	1	0
woog	1	0
herbivores	1	0
scariness	2	3
screweyes	1	4
expats	1	0
deirde	1	0
redefines	1	4
abridged	2	4
relieved	2	12
mainstay	2	4
margaritas	2	0
assassinating	2	0
imprints	1	0
averse	2	2
ogles	1	0
impurest	1	0
blushy	2	0
sucky	1	2
fucky	1	0
independentcritics	1	0
terrestial	1	0
copywrite	1	0
horobin	1	0
kristine	2	1
jonesy	2	0
threepenny	1	0
furthering	2	2
mouthpieces	1	0
individualist	1	1
thinning	2	0
souring	1	0
luthorcorp	1	0
lionels	1	0
uv	1	1
ac	1	2
aquaman	3	0
deknight	3	0
leaguers	1	0
upgrades	1	0
agless	1	0
sais	2	1
quivvles	1	0
ridge	6	5
expolsion	1	0
rememeber	1	2
swam	1	3
nocked	1	0
outweigh	1	2
masayuki	2	0
suo	6	0
sumo	1	2
shiko	2	0
funjatta	2	0
naoto	1	0
takenaka	2	0
canny	1	1
tomlin	1	0
bergdof	1	0
chemstrand	1	0
kicky	1	0
pertains	1	0
misogynist	2	2
coexisted	1	0
pavarotti	15	10
schubert	1	0
leoncavallo	1	0
matinatta	1	0
pav	1	0
gioconda	1	0
manon	1	1
lescaut	1	0
turandot	2	2
harrold	3	6
psychosomatic	1	0
conductors	1	0
huntsville	1	0
disrespectfully	1	1
parodied	3	7
almghandi	1	1
cowardice	3	5
sauraus	2	0
aragorns	1	0
ulrike	1	0
strunzdumm	1	0
wormtong	1	0
dourif	3	13
grmpfli	1	0
regretted	3	3
pickwick	1	0
surtees	5	1
romford	1	0
unreadable	2	0
boz	3	0
emsworth	2	0
prouder	1	0
psmith	1	0
counterattack	1	0
uckridge	1	0
jeeves	1	3
wooster	1	1
brideshead	1	1
pinfold	1	0
lyricist	2	1
kern	3	1
rigging	1	0
whisk	1	1
broom	1	6
ragneks	3	0
unwarily	1	0
capacities	2	1
belching	2	1
alahani	1	2
sorceress	1	0
berryman	2	5
dirtmaster	1	0
loos	2	3
emmett	1	0
inducted	2	0
expel	1	1
providence	1	2
custodian	2	0
beautify	1	0
parakeet	1	0
meathead	2	0
mutha	1	0
webbed	1	1
mogul	2	3
grumps	1	0
uncharacteristically	3	4
examining	2	4
stalls	1	3
elongate	1	0
cubs	2	5
forthegill	1	0
cinematographically	1	0
ravetch	1	0
shillabeer	1	0
animales	1	0
slo	1	3
papa	2	9
earthlings	1	1
piss	1	1
audiance	1	0
cameroonian	3	0
practitioners	2	0
informality	1	0
trounces	1	0
emanating	2	1
moderation	1	0
broadcasters	1	0
fadeout	2	0
admires	3	3
lise	2	0
millenni	1	0
ovies	1	0
grinderlin	1	0
nebbish	1	0
haber	1	0
knucklehead	1	1
handgun	2	1
backpack	1	2
connally	1	0
kitamura	3	12
rehashes	2	2
naysay	1	0
exhooker	1	0
birthparents	1	0
birthmother	1	0
juxtaposed	1	1
affirmations	1	0
abusers	1	0
scf	1	0
tugger	1	0
scowling	1	2
droid	1	2
farmzoid	1	0
causal	1	0
rewatch	1	5
utopia	2	3
peevishness	1	1
minnie	2	0
vexatious	1	0
vis	2	1
qualitatively	1	1
meritocracy	1	0
helmets	2	5
rationalistic	1	0
cabal	5	1
pontente	1	0
sewage	1	4
dispositions	1	0
retention	1	0
louder	2	10
flounce	1	1
jing	1	1
thenceforth	1	0
lotus	2	0
underscoring	1	0
afterlives	1	0
chastened	1	2
villas	1	2
satelite	1	0
mistrustful	1	0
handedness	2	2
spotting	3	6
peavey	2	0
symona	1	0
boniface	1	0
corrado	1	0
kelsey	1	1
conklin	2	3
lorch	1	0
lynton	1	0
dent	1	3
tyrrell	1	0
heinie	1	1
maniacs	3	9
shapiro	4	7
bruhls	1	0
arenas	1	0
diegetic	2	1
forefather	1	1
gian	1	0
domenico	1	0
scala	3	0
signpost	1	0
zandalee	7	0
thierry	4	0
spearheaded	1	0
empties	1	0
aha	1	5
injures	2	0
maximizes	1	1
slouchy	1	0
pouchy	1	0
chrissakes	1	1
romanced	1	2
smouldering	3	0
petrified	3	3
elaborately	2	1
goulding	1	1
henreid	1	0
ossessioneluchino	1	0
lugubrious	3	2
flux	1	2
espouses	1	1
desperations	1	0
phantasms	2	0
posit	1	1
debatable	2	8
agonizing	1	10
sharpened	2	1
keven	1	0
laterally	1	0
silvestri	1	4
initials	1	2
unhappier	1	0
grigsby	2	0
antic	1	2
pup	2	3
junked	2	1
hullabaloo	1	2
schooler	2	8
esk	1	0
hansom	2	0
rinna	2	0
carnegie	1	0
mellon	1	0
bsa	1	0
astronomy	1	0
badges	1	0
astrotech	1	0
stockholders	1	1
ashely	1	0
wincing	2	5
ulees	1	0
metoo	1	0
weekdays	1	0
bettger	1	0
hyer	1	0
marguerite	1	1
talbott	1	0
nm	1	0
sheb	1	0
wooley	1	0
brinegar	1	0
wishbone	1	0
moo	1	1
ving	2	1
rollin	3	9
glands	1	1
rossitto	1	4
ucla	1	1
iubit	1	0
dintre	1	0
pamanteni	1	0
preda	1	0
docked	4	0
subtexts	2	2
dopiest	1	0
silentbob	1	0
wheres	1	4
valderamma	1	0
starks	1	0
nearness	1	0
phlegmatic	1	0
farlan	2	0
wladyslaw	2	0
beetles	1	1
bicycles	2	2
cohl	1	0
jiri	1	0
trnka	2	0
erroll	3	15
annoyances	1	2
ab	4	1
britcoms	2	1
administrative	2	0
drudge	1	1
repository	1	1
submits	1	0
cassell	1	0
dependence	2	2
indentured	1	0
doormat	1	1
inaudible	2	3
spano	1	1
tomawka	1	0
consuelor	1	0
masking	1	1
crackles	1	1
parallelisms	1	0
desecrated	1	0
deterred	3	2
lazers	1	0
vaporizes	1	0
headbangers	1	0
magorian	2	0
raimy	2	2
truffle	1	0
rissole	1	0
victoriain	1	0
ptsd	2	1
cheapie	2	3
clunkers	1	3
morteval	1	1
backbiting	1	1
populate	2	3
onetime	1	1
andres	2	0
tintorera	1	1
julissa	1	2
cruddy	2	5
ratty	2	0
beeb	2	0
saintliness	1	0
scandalously	1	0
santimoniousness	1	0
equivocal	1	0
ladylove	1	0
dissasatisfied	1	0
irritations	1	0
bigot	1	3
offfice	1	0
castrated	2	2
hormonal	2	1
circumstantial	6	0
interrogate	1	2
rails	2	9
nourish	1	0
jeopardized	1	0
discardable	1	0
unalienable	2	0
appropriation	1	0
cr	2	11
teil	1	0
rupture	1	0
indelibly	1	0
casar	1	0
paradis	2	0
constructively	3	0
childbearing	1	0
wryly	3	0
asshole	3	4
dishevelled	1	0
redlitch	1	0
terrifyng	1	0
potrays	1	0
kalifonia	1	0
tomo	1	0
akiyama	1	0
keko	4	0
superheroine	1	1
vagina	5	4
numbly	1	0
optically	1	2
pubic	1	3
cleverest	3	3
thomajan	1	0
autopsy	3	7
ruas	1	0
hollywoodised	1	0
joyner	1	0
quaien	5	0
climbers	4	0
firepower	2	4
mindhunters	1	0
thomson	4	3
vigilant	1	0
questionnaire	1	1
apologizing	2	6
swallowed	3	5
sow	1	3
traumatised	1	3
zak	1	0
scarlatina	1	0
excused	3	10
reap	3	1
foiled	2	2
carves	1	1
fierceness	1	0
posturing	4	6
bippity	1	0
boppity	1	0
showstoppers	2	0
prescott	2	2
rimmed	2	1
chorines	3	0
unsweaty	1	0
lasciviousness	1	1
bedrooms	2	2
accountants	1	2
grotto	1	0
waterslides	1	0
synchronization	2	1
hupping	1	0
newberry	1	0
transcribing	1	0
egged	3	3
steiger	2	2
lieber	1	0
kolton	1	0
seaquest	1	1
dsv	1	0
booted	1	1
cramden	1	0
honeymooners	3	2
upsurge	1	0
reemergence	1	0
doggerel	1	1
accommodated	1	0
bassinger	4	8
emphatically	1	2
firguring	1	0
eisner	1	1
muscleheads	1	0
dugout	3	0
pitchers	1	0
remaking	1	14
omen	1	48
fascinate	3	1
democrats	1	1
eder	1	0
pretenses	2	4
inseparable	2	1
linaker	2	1
simonson	2	1
amorphous	1	1
protoplasm	2	0
plummeted	1	1
menaced	1	2
downingtown	1	0
crump	1	0
yeaworth	3	1
synthesized	1	3
gelatinous	1	1
telepathy	1	0
qualm	2	0
discriminates	1	0
prods	2	2
goop	2	1
clings	1	1
howland	1	1
jalopy	1	0
hallen	11	0
poised	2	3
amputation	1	1
interim	3	2
vandalized	1	1
freezer	1	3
projectionist	1	2
extinguisher	3	4
depositing	1	0
cargo	2	9
scenarists	3	1
pike	8	0
embeds	1	0
uss	1	1
starbase	2	0
pinches	1	0
talos	6	0
interdiction	1	0
shuttlecraft	1	0
consign	1	1
retrieved	2	2
beamed	2	0
reassuming	1	0
encyclopedic	1	0
inadmissible	1	0
federation	4	3
vina	2	0
waylaid	1	1
talosians	1	0
humanoids	1	2
cranial	1	2
menagerie	1	0
quinnell	1	0
schwarzenneger	1	0
segal	2	21
hermanidad	1	0
headache	6	29
chopin	2	0
debussy	2	0
ronstadt	1	0
gaby	1	0
gimp	1	0
subserviant	1	0
beck	2	8
lumbly	1	0
rapoport	1	0
evolutions	1	0
applauds	2	2
nativetex	1	0
deke	2	1
rashid	1	0
aboriginals	1	2
imposture	1	0
clustering	2	0
marketed	2	13
pilger	4	0
cornering	1	0
evict	1	0
snobbishness	1	0
shumlin	1	0
rigidity	1	0
paedophiliac	1	0
shoei	1	0
whodunnits	1	0
deskbound	1	0
sniffs	1	1
roving	1	3
deductive	1	0
invoked	3	1
kmc	2	0
appointments	1	0
mishap	1	6
metallic	2	2
pinball	2	2
jumper	2	2
fuming	1	1
blowhard	2	2
mccathy	1	0
joanne	2	2
bulging	2	4
molested	4	8
molester	1	7
memorization	1	0
undyingly	1	0
desiring	2	1
ravish	2	0
kirchenbauer	1	0
jm	1	1
nipper	2	0
wilds	1	1
garia	1	0
materializer	1	0
preppy	1	1
hospitality	1	2
waldermar	3	0
korzeniowsky	1	0
darabont	2	0
fincher	4	0
dimensionality	2	1
oculist	1	0
luvs	1	0
maimed	1	0
lordly	1	0
cupid	3	2
renounced	1	1
vapours	1	0
claudel	1	0
shapely	1	5
reintegrating	1	0
anatole	1	1
thais	1	0
transpired	3	1
massenet	1	0
imperishable	1	0
outlive	1	0
tittering	1	0
dissonance	2	0
celestial	9	7
inexhaustible	1	0
mystics	2	2
registration	4	1
carnet	1	0
remoteness	1	2
lakeside	1	1
beaus	2	0
overestimated	1	0
monet	2	1
dabs	1	0
critize	1	0
synchronised	2	0
pawnbroker	2	1
drool	2	8
bodybuilder	1	0
gq	1	1
beefy	1	2
bale	1	4
flippin	1	1
unmoved	1	1
yoshiwara	1	0
suwkowa	1	0
cada	1	0
riordan	1	0
stanton	3	5
saphead	1	0
fallback	1	0
swordfight	1	1
af	1	0
satans	1	0
keren	1	0
betrothal	1	0
unbenownst	1	0
reappears	1	3
dotes	1	0
trounce	1	0
voss	1	0
tock	3	0
straitened	1	0
ballykissangel	1	0
hamish	1	3
forementioned	1	0
ravishingly	1	0
spliff	1	0
flopping	1	2
interventions	2	1
blender	1	4
evaporates	1	2
hailstorm	1	0
recess	1	3
hamnet	1	0
nadjiwarra	1	0
amagula	3	0
hopi	1	0
mayan	1	1
prophecies	1	6
purification	1	0
gnawing	1	2
googly	1	1
nookie	1	2
tb	1	1
primrose	1	0
strumpet	1	2
appetizers	1	1
canoeing	1	0
rda	4	0
wiseass	1	0
utterances	3	0
solitudes	1	0
turbulence	1	1
markedly	1	2
phoning	1	7
pyramids	1	1
concealing	2	2
sarcophagus	2	0
hathor	1	0
pythonesque	1	0
honore	1	0
yaniss	1	0
lespart	1	0
odysseus	2	0
masti	1	3
multifaceted	2	1
chipping	1	2
madhuri	1	5
nene	1	0
dixit	1	1
amit	1	0
patterned	1	6
tile	2	1
headley	1	1
cowpoke	1	0
wirtanen	2	0
propagandist	1	0
appraise	1	0
inquisition	1	1
orisha	1	0
violante	2	0
wesleyan	1	0
salliwan	2	0
secures	2	0
thinne	1	0
crowhaven	1	1
spout	1	10
ld	2	0
angelfire	1	0
jbc	1	0
izes	1	0
keung	1	0
homolka	1	0
bernardo	1	0
sams	1	0
vigilantism	1	0
shooted	1	1
defrocked	2	0
fresnay	2	0
iomagine	1	0
scofield	1	0
transtorned	1	0
suis	1	0
morand	6	0
catholique	1	0
brilliancy	1	0
stil	1	0
consacrates	1	0
vine	2	0
applauses	1	0
litters	1	0
dialoque	1	0
froqu	1	0
catholiques	1	0
jewell	1	0
sneakers	1	1
skyward	1	3
adela	3	0
leire	3	0
maricarmen	2	0
podiatrist	1	0
pending	1	1
unveil	1	0
grated	2	2
icu	1	0
prodding	1	3
flunked	1	1
reoccurred	1	0
moby	2	6
beleiving	2	0
utlimately	2	0
remy	4	2
devolve	1	2
jewellery	1	1
overhear	1	0
laurdale	1	0
castorini	4	0
duplex	1	0
notifying	1	0
sicily	2	5
shanley	1	3
frumpiness	1	0
counterbalancing	2	0
gillette	1	0
toddlers	1	2
lengthed	1	0
methinks	1	0
enigma	6	6
syudov	1	0
petronius	1	1
reputable	1	0
grandiosely	1	0
finality	1	1
bookend	1	0
theological	3	1
provoked	1	6
laggan	1	0
fedar	1	0
festooned	1	0
frontbenchers	1	0
quentessential	1	0
gapers	1	0
dishum	2	0
leonine	1	0
narasimhan	1	0
beret	2	4
gawkers	1	0
ekstase	1	0
loveless	4	1
jerman	1	0
koerpel	1	0
frantisek	1	0
horky	2	0
velvety	2	1
androschin	1	0
stallich	1	0
bohumil	1	0
becce	1	0
cobbled	1	6
tsk	1	0
kgb	1	8
gullibility	1	2
lept	1	0
blouses	1	1
nutcase	2	4
loophole	1	0
condense	2	1
tearoom	1	0
civility	1	2
shrew	1	6
athelny	1	0
ingenues	1	0
mccrea	1	0
deployed	2	4
ramadi	1	0
unmanned	1	2
stepson	1	1
nephews	2	5
pleases	4	3
swanberg	2	0
elwes	1	2
squatter	1	0
toppers	1	0
mooommmm	1	0
burgi	1	2
abstains	1	0
interbreed	1	0
stereotypically	1	2
sacking	1	0
takeovers	1	0
acquires	2	3
benfica	2	0
porto	3	0
antecedents	1	0
sienna	1	0
carribbean	1	0
linens	1	0
intolerably	1	2
queenie	2	0
masochist	1	5
denunciation	1	0
victimizer	2	0
airports	2	0
tightened	3	4
confiscating	1	0
blase	1	0
laptop	2	6
rml	1	0
jereone	1	0
dulled	1	2
hana	1	1
hypnotically	1	0
damages	3	2
inspite	1	2
sojourn	2	1
arrestingly	1	0
por	1	0
ejemplo	1	0
mundo	1	0
pensaba	1	0
spoilersa	1	1
fifths	1	1
timewise	1	0
preem	1	0
extensively	2	7
theopolis	1	0
dort	1	0
bub	1	0
canuck	1	0
alltime	1	1
haige	1	0
archenemy	1	2
draper	1	3
minha	1	1
namorada	1	0
avco	4	1
wolfman	9	11
waldemar	4	8
daninsky	1	12
jellybean	2	3
cline	1	0
inauspicious	1	0
bytes	1	1
laserdisc	1	2
siberiade	2	0
tarkosvky	1	0
autumn	3	2
bertolucci	1	4
andron	1	0
equating	1	1
gotcha	2	1
youre	1	1
atlas	1	2
suki	1	0
medencevic	1	0
childrens	1	1
anniston	2	1
underhandedly	1	0
evan	1	9
griping	3	0
omni	1	0
flagrant	1	1
smartens	1	0
shadyac	2	0
capomezza	3	0
malacici	2	0
caterers	1	3
doctresses	1	0
preternaturally	1	1
tribesmen	2	1
stranglers	1	0
babyface	1	0
tricksters	1	1
redefine	2	3
prudent	2	1
completist	1	7
firesign	1	0
genial	1	2
invincibly	1	0
imbecile	1	4
cuppa	1	0
guilted	1	0
ggooooodd	1	0
baretta	1	4
kramden	1	0
caroll	1	0
typewriters	1	1
clacking	1	0
teletypes	1	0
rescore	1	0
tuckered	1	0
airship	1	0
pendant	5	0
alternante	1	0
coris	1	0
patakin	1	0
mortified	1	0
dubs	3	0
expierence	1	0
cortland	1	0
poolman	1	0
kamerdaschaft	1	0
sereneness	1	0
ther	1	4
terseness	1	0
smetimes	1	0
cliffhangin	1	0
soldiering	1	1
carty	1	0
titling	1	1
sezuan	1	0
cataclysm	1	6
demonically	1	0
cathode	1	0
apex	5	3
atrociousness	1	0
repellently	2	0
eisenmann	1	0
moppets	1	1
worshiping	1	1
crayon	1	4
risible	1	10
valiantly	1	3
beswicke	1	0
shaman	2	0
mephestophelion	1	0
smelly	2	2
alpo	1	1
pendragon	1	2
ogilvy	1	3
astronomer	1	0
composited	1	0
carriages	2	1
nitpicks	1	0
mastering	1	0
howcome	1	0
ngo	1	0
loveearth	1	0
shorten	1	2
dwelt	1	0
abolitionism	1	0
espouse	1	0
humankind	2	2
generatively	1	0
lue	1	0
leggage	1	0
supersedes	1	0
yakuzas	1	0
thongs	1	0
tomie	1	0
thrower	1	3
cantinflas	1	0
unblatant	1	0
balkanski	1	0
spijun	1	0
otac	1	0
sluzbenom	1	0
putu	1	0
reservoir	2	5
happing	1	0
unequaled	1	2
darwinian	1	0
frogs	1	4
crickets	2	1
topnotch	2	0
blonder	2	5
dianne	1	2
wiest	1	0
reviled	1	1
sondre	1	0
lerche	1	0
kulik	1	1
spielmann	1	0
pensioner	1	0
meckern	1	0
sudern	1	0
prolo	2	0
parochialism	1	0
drowsiness	1	0
malls	3	2
inbetween	1	1
normality	4	1
abnormality	1	0
seild	1	0
succumb	2	6
roadside	1	5
tampering	1	3
wilpower	1	0
snoozing	1	2
silvestar	1	0
mowed	2	1
homeliness	1	0
monotoned	1	0
cgs	1	0
poirots	1	0
danaza	1	0
champs	2	2
thresholds	1	0
hiphop	1	0
krushgroove	1	0
breakdancing	8	1
usualy	1	0
pelicangs	2	0
furiouscough	1	0
guttural	2	3
cognitive	2	2
touristas	1	0
tertiary	1	0
bleached	2	7
dehumanize	2	0
generification	1	0
deters	1	0
tingle	2	0
pinnacles	1	0
codename	1	0
airhead	2	8
walkie	1	2
philosophize	1	0
choristers	2	0
inclusiveness	1	1
shroud	2	1
vigil	1	0
gospel	3	9
exemplifying	1	1
connectedness	1	0
pruitt	1	1
tremblay	1	2
rickie	2	0
abductor	1	0
campeones	1	0
campions	1	0
expend	1	2
attribute	1	8
strivings	1	0
springboard	1	1
usuing	1	0
whove	1	0
hedghog	1	0
robotnik	1	0
cowers	1	0
yokia	1	0
subverts	1	0
hideout	4	6
despondently	1	0
tightness	1	0
conceptually	2	0
kaleidescope	1	0
labrynth	1	0
licking	1	6
grims	1	0
revisions	2	1
fervently	2	4
artificiality	2	5
sorcha	1	1
jayston	1	3
handsomeness	1	0
insolence	1	1
abruptness	1	1
solicitude	1	0
unsurpassable	1	0
respectfulness	1	0
unchanged	1	1
lyin	1	0
cabells	1	0
passworthys	1	0
passworthy	6	0
cabell	8	0
doubter	1	0
wrecked	2	6
wreckage	1	1
everlastingly	1	0
modernist	1	3
mined	1	4
girders	1	0
theotocopulos	1	0
luddite	1	0
rebuilder	1	0
mothballs	1	0
mayberry	1	1
loquacious	1	1
skinflint	1	0
facelift	1	0
stopper	2	2
montegna	1	0
prestidigitator	1	0
unrealness	1	0
diametrically	1	0
yuks	1	0
complacent	1	1
diffuses	1	0
adames	1	0
hayenga	1	0
rodman	2	1
flender	3	0
erath	1	0
cashier	1	6
shortness	1	1
dano	2	1
wrenchmuller	2	0
ariana	1	0
jobanother	1	0
mcfly	2	1
ghostbuster	1	1
atreides	1	0
starfighter	1	0
flightsuit	1	0
laboratories	1	1
riskiest	1	0
klavan	1	0
mcguther	1	0
perversity	4	1
enlightens	2	1
counteracts	1	1
exasperates	1	0
unmerciful	1	0
trainees	1	4
nascar	1	3
sponsorship	1	2
clauses	1	0
adhering	1	0
wok	1	1
snubs	1	0
unmentionable	1	1
