frecuencia neg,frecuencia pos,palabra
0,1,titian
5,4,deceptive
0,4,pacios
0,1,retraces
1,2,speculative
1,1,ritualistic
0,2,clef
0,2,nets
0,1,intersected
0,1,encoded
3,3,payton
0,2,formosa
1,6,gilmore
1,1,raiser
0,1,dougherty
1,3,manically
0,1,foresees
1,1,atoll
0,1,relocating
2,2,institutionalized
6,1,casing
0,1,netted
0,1,coleseum
5,6,aquarium
0,1,correlating
0,1,cautioned
0,1,decried
0,1,characterizing
1,4,delaware
0,5,capano
1,3,scheduling
8,3,harmon
0,2,carper
0,3,influx
0,1,grubiness
0,1,donell
0,2,doogan
1,1,kneeling
2,3,investigators
0,1,invidious
1,5,wilton
3,2,mcteer
4,1,phillipe
0,1,miaoooou
4,3,hauled
0,1,growers
0,5,millimeter
3,9,shrine
0,1,whelming
5,1,diminishes
3,1,prima
1,1,withered
0,1,tactlessly
0,1,empted
0,1,baumer
0,2,symmetry
1,1,rader
0,1,meecham
2,3,belinda
3,2,mayne
0,3,ginty
0,5,ligabue
2,2,stefano
0,2,accorsi
0,1,pazienza
0,2,freccia
0,1,moralisms
0,1,fm
6,3,radios
0,2,radiofreccia
0,1,romagna
0,1,radioraptus
2,1,moralist
0,1,liga
0,1,dieci
1,2,francesco
0,1,guccini
0,1,temptate
1,2,impatiently
0,1,debyt
2,2,fulfilment
0,1,hypocritic
1,2,lifespan
2,2,excites
0,1,humanimal
0,1,bataille
0,1,everyplace
1,1,originates
2,1,ageless
0,2,schygula
1,2,businesswoman
0,1,warrios
3,2,wuxia
0,2,prised
0,1,haughtiness
12,2,undermined
2,1,repulse
0,1,grammies
1,4,breach
0,1,meldrick
0,1,rasche
0,1,longorria
6,2,purports
13,1,underwhelming
0,1,picturesquely
1,1,merrily
1,1,dodson
1,1,tay
0,1,garnett
1,5,shohei
0,3,samira
0,4,makhmalbaf
3,1,afghan
3,1,unsuccessfully
0,4,idrissa
0,3,ouedraogo
0,3,pinochet
1,2,kissinger
1,2,gitai
0,1,desperatly
1,4,lelouch
0,2,danis
0,2,tanovic
1,1,srebrenica
0,1,egotistic
4,2,curing
4,1,fiends
0,1,reicher
0,1,nabooboo
10,2,nap
1,1,elektra
0,1,magestic
0,1,correl
0,1,yowza
0,2,thumper
0,1,bunuels
0,4,gustav
3,2,dryer
2,1,vampyre
13,5,thinly
8,4,veiled
0,1,diazes
0,1,mendezes
0,1,intermediary
0,1,reorder
1,1,veering
2,1,slopes
0,1,deplore
0,1,hokeyness
1,1,gooders
0,2,zoltan
0,2,kobal
0,1,guarner
0,1,placings
2,1,squint
7,4,goddess
0,2,likeably
0,1,jaffer
1,2,someway
0,1,flavouring
0,1,mums
3,2,hiss
1,1,patois
0,1,idioms
3,1,lunar
0,1,lny
0,2,sandbox
2,1,unceremoniously
0,1,compartmentalized
1,2,leeway
3,4,reliant
3,2,serendipitous
0,1,craftily
0,1,geographies
1,3,mirroring
1,2,upping
8,2,gazing
0,1,irrfan
1,1,bilson
8,2,gimmicky
0,1,balsmeyer
11,2,banner
1,1,stringing
2,1,materialize
0,1,sawasdee
0,2,attachments
4,1,vosloo
0,2,abuzz
0,1,amicably
1,1,honks
0,2,honking
3,2,approx
1,2,goin
0,1,sweatin
2,1,schmo
0,1,chumps
1,2,composite
3,2,rappaport
1,1,vouch
1,1,stymied
0,1,preconceive
0,1,ridgway
0,1,redressed
1,1,schoolchildren
0,1,sharpville
0,1,afrikaans
4,1,resting
0,1,misanthropist
0,2,kieslowski
0,2,franck
0,1,guine
2,1,cabo
0,1,verde
0,1,principe
0,1,ceuta
0,1,pide
6,4,headquarters
3,1,revolutions
3,2,disobey
0,2,stanwyk
8,2,sickeningly
3,5,gavin
6,3,tawdry
1,1,watchability
16,2,rancid
20,2,ludicrously
0,1,philidelphia
2,4,gripes
4,2,juanita
0,4,rainbeaux
0,3,equilibrium
1,1,bullfighting
1,1,joni
0,1,selflessly
2,7,penetrating
1,1,ointment
1,4,unkempt
2,1,maynard
0,1,krebs
0,1,nonchalant
0,1,untucked
0,1,wavy
1,2,goatee
1,2,cafes
1,1,discouraging
2,2,regimes
3,4,spreads
0,1,mikhalkov
0,2,aleksei
0,1,zhestokij
0,1,unizhennye
0,1,oskorblyonnye
0,1,sibiriada
0,1,konchalovski
0,1,kurochka
0,1,ryaba
0,1,enlarges
0,2,inhi
0,2,logon
0,1,sumptous
0,2,dildar
0,2,mohammad
1,1,madan
2,1,mohan
0,1,barsaat
0,2,devdas
0,1,bigha
0,1,zameen
0,1,hava
0,1,dastak
0,1,guddi
0,1,aan
0,1,pyasa
0,1,kagaz
0,1,kabuliwallah
0,1,abhimaan
0,1,sujatha
2,5,bombay
1,1,daag
0,1,parineeta
0,1,barsat
0,1,raat
0,1,naya
0,1,daur
0,1,manzil
0,1,mahal
16,1,aag
0,1,jugnu
2,1,mera
6,2,exterminator
1,1,ponytail
1,1,unimaginably
9,1,posse
84,4,incoherent
2,2,spitfire
8,3,grotesquely
0,12,santos
0,1,manpower
0,2,insensible
0,1,columbian
0,1,baez
2,2,diverges
0,1,nihilistically
0,1,kasper
10,1,dien
0,1,sauna
0,1,massaged
0,1,masseur
0,1,lurked
3,1,arrogantly
0,1,inhalator
0,1,poppers
0,1,nostrils
0,1,unexpressed
0,2,scoffing
0,2,douchet
0,1,carlottai
1,5,deodato
1,4,insides
1,1,discotheque
3,4,pours
0,1,rehearses
2,1,trumps
0,3,dramatist
3,1,gazarra
2,2,wane
0,1,scuffling
1,3,enthused
3,2,resurrects
0,1,henze
1,3,comforted
0,1,frighting
2,1,ebb
9,2,obnoxiously
1,3,bedtime
0,1,prizefighter
1,1,armband
2,1,detractor
1,3,overlooks
3,3,heathcliff
1,2,domesticity
0,1,spinsters
0,4,wastrel
0,1,assay
0,1,evinces
0,1,heterai
0,1,sappho
1,2,kuei
4,2,interstate
2,1,laugher
0,1,filmgoer
0,1,kilcher
6,1,incredulity
0,1,slobbishness
3,3,discerning
3,5,connors
1,2,tenement
0,1,antediluvian
4,1,infect
0,1,henenlotter
1,1,salutes
1,1,libbing
2,2,grieve
1,1,humoured
0,1,schombing
0,1,saboto
0,1,ramin
0,7,slovenian
1,1,lacanian
7,2,scalpel
0,4,clocking
1,1,coordinates
0,1,gnosticism
2,2,steeped
0,3,psychoanalytic
3,1,balk
6,5,insistence
0,4,spoonful
3,3,zoolander
0,2,contradictive
5,1,stun
1,1,teenish
0,1,coincident
3,1,dougray
6,3,xxx
6,2,sank
0,2,sputnick
10,3,thorough
0,2,daines
0,1,unselfishness
3,2,tipped
3,1,cheesey
3,3,differentiate
5,6,intrusion
3,2,ascended
0,1,rhetoromance
3,1,awoke
0,1,hystericalness
0,1,conanesque
3,2,strengthen
0,1,oakhurts
0,1,adell
0,1,modell
3,2,pear
0,2,laemmles
0,1,alignment
0,1,soister
0,1,inquires
0,1,hesitatingly
2,3,ninotchka
1,3,pairings
3,1,fulton
0,1,repels
0,3,insular
0,2,dollops
0,1,toothy
0,1,kirkpatrick
1,2,thalmus
1,2,rasulala
1,1,supertank
1,1,torque
2,7,dumbland
1,3,distorting
0,1,morbidity
1,3,glut
3,1,cashed
0,1,lithgows
0,2,sneery
5,3,harassed
1,1,waite
5,7,grinning
0,1,fairbrass
0,1,qaulen
0,1,cirus
5,1,crock
0,2,founds
0,1,crocks
0,1,pothole
0,1,liana
0,1,potholes
0,1,schindlers
0,5,shalhoub
0,2,davison
0,1,aberystwyth
5,2,baffles
0,2,niels
0,1,oplev
5,1,transplants
1,2,janus
1,1,rathke
1,1,oppressively
0,1,churlishly
3,1,svendsen
1,1,mejding
1,1,disciplinarian
0,1,disorients
1,2,shrewdly
0,2,matilda
0,1,spatulamadness
0,1,filmcow
0,1,kauffman
0,2,seahunt
1,1,gunsmoke
0,9,mardi
0,9,gras
0,3,redmon
2,10,beads
0,2,remorseful
1,2,pitts
0,2,paoli
1,1,meddlesome
0,1,hoag
0,3,gibbs
0,1,noakes
2,1,sleazeball
2,1,landers
0,1,levie
0,1,isaaks
0,1,howarth
0,4,cj
1,1,dolittle
0,1,allot
0,1,cathay
0,2,workmanship
0,1,teborg
0,2,poseurs
0,1,niggaz
0,1,parodic
3,3,oop
0,1,ison
0,1,ronde
0,1,persue
3,1,hyser
0,3,pena
0,2,supurb
0,2,garbed
0,2,kitchener
0,1,hms
3,1,hampshire
1,2,minefield
0,1,troble
0,2,alredy
2,2,hollywoods
0,2,restate
1,1,lancer
5,1,laboriously
0,1,changruputra
0,1,maurya
0,1,canrun
0,1,sarahbrown
0,1,bribessarah
4,1,disapproves
0,1,doublewedding
0,1,marlonbrando
0,1,originalbroadway
0,2,slotted
0,2,maths
0,1,lindseys
3,2,sponge
1,3,brandishing
6,5,statham
2,1,emitted
0,1,shoddiest
31,2,turd
0,1,saatchi
3,4,tit
0,1,womans
1,2,bobs
0,1,tyke
2,1,patterson
2,4,snooty
0,1,magictrain
1,1,endeth
2,1,gassing
0,1,gerards
9,2,deteriorated
0,1,recognisably
0,1,groovadelic
0,1,flickerino
1,1,purr
0,1,fect
0,2,huggable
0,1,squeezable
0,1,radder
0,1,rebellions
6,1,napolean
2,2,darwin
12,4,abducted
1,2,princesses
1,1,vanquished
0,1,rooshus
0,1,exoskeleton
0,1,mimetic
0,1,poly
0,2,alloy
1,2,biff
0,1,gryll
0,1,dopplebangers
0,1,spheerhead
0,2,beckons
0,1,structuralist
0,1,jingoism
0,3,grieves
5,6,powerless
2,1,friendless
0,1,remission
0,1,enabler
0,4,subtract
0,1,sate
3,1,unthinking
1,1,commonsense
1,3,wilford
0,1,maschera
0,1,demonio
3,1,pendulum
0,1,corbucci
1,2,milestones
0,2,rivi
0,1,forebodings
0,2,margarete
0,1,robsahm
1,3,cornell
0,3,woolrich
0,2,frailties
1,5,claudette
9,7,colbert
0,5,ewing
1,2,mclean
1,1,bulge
0,2,jorg
1,2,schramm
2,2,explainable
1,1,scorpions
0,1,globally
0,1,unsensationalized
42,1,beowulf
34,1,grendel
0,1,lanoir
0,1,qwak
4,1,spheres
1,1,wastelands
0,1,greenery
1,1,plunder
2,2,annihilated
0,1,drion
0,1,lindon
0,1,timsit
5,1,spews
0,1,incipient
8,5,requirement
8,3,gist
0,1,suns
1,3,kaleidoscope
0,1,thingamajigs
0,1,indestructibility
1,1,blip
3,1,saucers
0,1,universality
0,1,presages
0,1,pscychological
0,1,soundtract
0,1,syched
0,1,moog
0,2,exercising
1,1,volley
0,1,anorexia
0,1,nervosa
1,5,ramirez
0,1,lindoi
0,2,nique
0,1,blacker
0,1,gitwisters
3,1,flicked
0,1,waching
7,3,hillary
0,2,briss
0,1,ele
0,1,whalin
0,1,honeys
0,4,pita
0,1,negotiations
2,1,tylenol
0,2,gregson
0,2,subwoofer
3,2,ungodly
4,3,radha
0,1,hassie
0,1,tnn
0,1,hanahan
0,6,hazlehurst
1,1,javo
2,3,friels
1,3,brendon
4,3,aiden
0,1,genndy
0,1,tartakovsky
0,1,ediths
0,1,bickered
1,1,fatted
1,2,homey
0,1,auspiciously
2,1,fruits
0,1,divisiveness
2,2,mindsets
4,1,prevailed
0,1,encompassed
2,1,trampling
0,1,zuckers
0,1,gangrene
3,1,astin
0,1,lundquist
1,1,sportscaster
12,2,ft
0,1,visser
4,3,bello
0,8,salva
0,2,bigardo
0,1,panhandling
0,1,espe
2,2,molla
0,1,candela
0,1,villedo
0,1,gimenez
0,1,cacho
0,1,francescoantonio
0,1,partioned
0,1,panjab
0,1,priyanshu
0,1,chatterjee
0,5,ashwar
0,1,israle
0,1,youseff
2,1,blowed
0,1,marathons
0,1,crumby
0,1,palate
2,1,idly
0,1,blackpool
1,1,overthrown
3,2,hierarchy
0,1,enging
0,1,moviestore
0,1,reified
1,2,stiffs
0,1,coutts
0,1,debauched
0,2,klaws
0,1,transcription
4,2,hearings
1,1,expressly
0,1,disallows
0,1,appended
0,1,unsensational
0,1,synchronizes
0,1,indictable
0,2,prosecutors
3,2,jurisdiction
0,1,cda
0,2,peoria
0,1,lawyered
0,1,steamrolled
0,2,mandated
0,1,earmark
0,1,sadomasochistic
0,1,litmus
12,6,owed
0,2,bissett
0,2,estes
1,1,preteens
0,1,gamboa
1,1,neorealism
0,2,lynching
2,2,sari
0,2,todo
0,1,poder
0,1,ciochetti
4,3,mexicans
0,1,unhurt
4,2,lusts
1,2,epitomises
0,1,skilful
0,2,frf
0,1,simulation
5,1,joaquin
0,1,clam
0,1,tulane
1,4,dialectic
0,1,dialectics
0,1,oppositions
0,1,concretely
1,5,rulers
0,2,chiastic
0,1,schema
19,3,badness
3,1,illogically
1,3,exclude
8,2,misuse
0,1,legitimated
3,1,gnat
0,1,faschist
0,1,surpressors
2,1,barnett
0,1,absolom
0,14,bathsheba
0,1,conversed
0,2,shamroy
3,3,holed
0,1,psalms
10,1,gopal
22,1,varma
2,7,dix
1,2,duane
3,3,nichols
0,1,dupres
0,2,barkley
1,2,lenore
0,2,aubert
0,1,hypnotising
0,1,ribald
2,1,videodisc
0,1,padm
0,1,mcdiarmid
7,2,bows
0,1,marquand
1,3,irvin
0,2,kershner
2,1,intake
0,1,libidos
0,1,collectible
1,1,groundless
0,2,roto
0,2,scoping
2,2,md
0,1,heterosexuality
0,1,memama
0,1,warters
0,2,onegin
1,1,transparencies
0,1,lensky
0,1,tschaikowsky
2,1,marienbad
1,1,gosselaar
4,1,buyer
0,2,newell
0,1,maidment
1,2,bennet
0,1,minglun
1,1,callan
0,1,hillman
3,1,rattlesnake
5,3,smattering
0,1,pettet
0,1,jordache
2,1,hensley
1,1,cleavon
2,3,bambi
0,1,stringer
0,1,goga
0,2,tessier
20,1,kirkland
0,1,swerved
10,4,excursion
2,1,majorly
0,1,skeweredness
0,1,decks
0,2,absconded
0,1,shelleen
0,1,kailin
0,1,vandermey
2,1,saskatchewan
14,2,saddled
0,1,cancerous
0,1,pacts
0,1,suicidees
0,1,untrammelled
1,1,zipper
0,1,hdn
0,1,sonnie
0,1,heurtebise
0,1,perier
0,1,rique
0,1,latine
0,1,toulouse
0,1,secuestro
12,5,mia
1,1,baldwins
1,1,curricular
0,1,hz
16,14,coburn
12,5,hershey
0,1,standoff
2,1,collateral
1,2,paull
0,2,quade
1,1,rivero
0,2,peckinpaugh
5,1,joplin
0,1,sanfrancisco
0,1,ideologist
0,1,reenberg
1,1,pest
0,1,colera
5,2,retitled
0,1,agnieszka
0,3,forbrydelsens
1,1,locomotive
0,1,shindler
0,1,coincidentially
2,1,weighing
3,1,incorrectness
0,1,googl
3,1,deceives
0,1,leopolds
0,2,ideologists
0,1,rsel
0,1,riget
4,1,dogme
3,1,manifesto
0,1,boxcar
3,3,methodically
0,1,canoodle
8,5,scant
0,1,sellon
0,1,akst
2,2,implementation
0,2,shied
0,1,livelihoods
3,1,vested
0,1,disposability
3,2,looms
0,1,clownhouse
4,1,woah
0,1,stormer
1,1,theses
14,2,grader
0,1,bigv
1,2,salvador
0,1,alliende
11,3,inoffensive
0,1,herzegovina
1,2,widows
0,1,quedraogo
0,1,birkina
0,1,gital
0,1,setembro
5,3,formulated
0,1,personalize
0,1,homere
0,1,reconstitution
2,1,nanosecond
0,1,digga
0,1,tunnah
0,1,dodie
0,1,pongo
0,1,perdita
1,3,snowball
1,1,spotless
3,2,disclose
0,1,dualities
0,4,invigorating
1,2,deliriously
1,1,nooooo
0,1,ghostie
1,2,expound
1,1,animatrix
3,1,willow
4,1,builder
2,4,stately
0,1,camerawoman
13,3,starr
0,1,sisterly
5,1,whispered
1,1,swedes
1,2,crept
0,2,keyhole
0,3,grille
0,1,temptingly
0,1,quietus
0,1,apprised
0,1,clit
0,2,tollinger
1,4,gunslingers
0,1,baronland
1,3,blacksmith
0,1,lupton
0,1,cartels
0,1,pacifier
2,2,citizenry
6,1,cleopatra
0,1,garmes
1,1,capone
0,1,disturbia
0,1,ily
0,1,heartaches
1,2,duffy
1,2,hollywoodland
0,1,cheesie
1,2,stupendously
2,1,pooped
1,1,tish
0,1,bitchin
0,1,rhinestones
1,2,begining
0,2,particuarly
0,1,jordanthink
0,1,dimmed
0,1,cousy
0,1,byrd
0,2,stockton
0,1,lomax
2,1,brasco
5,1,thirteenth
0,1,deever
0,1,invergordon
3,1,filmdom
2,4,aileen
0,2,wuornos
2,3,selby
6,4,nudie
1,1,zaftig
8,3,inflict
0,2,bobbi
0,3,ticotin
2,2,liberate
1,1,stamps
0,1,voucher
1,1,willaims
1,2,letterboxed
0,1,jaqui
0,1,wantabee
0,1,purefoy
1,5,markham
1,1,forsyte
1,1,hock
0,1,habilities
1,2,overlap
0,1,rheumy
1,3,doughty
0,1,organist
0,1,bilitis
0,1,schulm
4,4,tents
0,1,magnifiscent
0,1,wonderfull
1,1,bozos
1,1,nominates
0,1,skellington
1,4,hazardous
4,2,kruger
0,1,cheekboned
8,1,coca
4,3,cola
0,1,wintery
0,1,unearp
0,1,stout
1,1,nance
0,3,leeves
8,3,ambassador
9,3,zuniga
1,2,guillaume
1,1,oval
1,1,doh
5,7,february
1,1,dec
1,1,jiving
1,1,dyno
0,2,wilona
0,1,totie
0,1,uptown
0,1,outerbridge
0,1,roaches
3,2,scurry
3,1,analogies
0,1,charcters
0,1,mummification
2,2,torpedo
0,1,alisande
1,1,lancelot
0,1,wilcoxon
0,1,sagramore
0,1,wm
0,1,knapsacks
1,2,olde
0,1,dhupia
0,1,innocuously
1,1,lexicon
0,1,folklorist
5,3,initiated
1,1,threateningly
0,1,depardieuone
0,1,sylvain
0,1,chometcute
0,1,coenthe
0,1,cuar
1,2,tu
1,2,mam
0,2,tambi
2,2,schmitz
0,2,seydou
1,2,boro
0,1,aissa
0,1,maiga
3,1,swank
1,1,melchior
0,1,beslon
0,1,assayas
0,1,gaspard
0,1,mcconnell
0,1,kurylenko
0,2,gurinder
0,1,nobuhiro
0,1,suwa
0,2,coixet
0,3,castellitto
7,1,mara
4,2,leonor
4,2,watling
0,1,lagravenese
0,2,podalyd
1,1,barfly
1,1,attests
0,1,lefler
0,1,necheyev
0,3,sizzle
0,1,bellevue
1,1,skitters
0,1,katona
3,2,lovebirds
2,1,prickly
0,3,brusque
1,1,shucks
1,2,fess
0,1,underling
2,2,equate
0,1,popkin
0,1,brusqueness
0,3,rediscover
5,5,famously
1,1,wares
2,1,replicated
0,1,overexplanation
6,1,untold
0,1,catalyzed
2,1,unfettered
3,3,mettle
0,1,cultivating
3,3,itv
0,1,freindship
0,1,watsons
0,1,sanditon
1,2,clergyman
0,1,garrulous
0,1,chides
2,2,surname
0,2,gentlemanly
0,1,mediaeval
2,2,twentysomething
0,1,ruffianly
1,1,thatched
2,1,analysing
1,2,endangering
0,1,endanger
0,1,hodgensville
1,1,springfield
1,2,grieved
0,1,skilfully
0,1,uprightness
1,1,merkel
0,2,eves
0,1,beecham
0,1,kilmore
0,2,battre
0,2,coeur
0,2,arret
12,4,grind
0,1,giuffria
3,1,preserves
0,1,mostof
7,2,foolishness
0,1,atrendants
0,1,thankfuly
2,1,squaring
0,1,inchworms
5,3,strand
1,1,donen
0,1,mondrians
0,4,ekspres
0,2,bakovic
0,1,cerar
0,1,vivaldi
3,20,raggedy
2,7,babette
3,4,taffy
9,3,aide
0,2,kookoo
0,5,marcella
1,3,sideshow
0,1,unico
0,1,guidances
0,1,impacts
0,1,melds
1,1,funneled
4,1,kitchens
0,2,telegram
1,1,downcast
1,2,likened
0,1,motorised
1,6,scooter
0,2,immersing
0,1,redecorating
0,1,accordance
4,3,afterall
4,2,orientated
0,1,unban
4,1,israelis
0,1,localize
0,1,dismantles
10,3,carbon
3,2,rhetorical
1,5,gokbakar
0,1,psyciatrist
1,2,doga
1,2,rutkay
2,3,sahan
1,1,irr
1,1,versible
2,1,bellucci
1,1,botanist
0,1,cutters
0,1,tatooed
1,2,debuts
1,2,blurts
0,1,moonchild
0,1,categorise
1,1,multicultural
2,2,tongues
0,1,rockstars
0,2,fangirl
0,1,tuesdays
0,2,gelb
0,1,toone
8,1,uninvolving
0,1,previewed
0,1,abusively
4,3,flak
2,1,branaugh
3,1,soliloquies
0,1,branaughs
2,1,unturned
0,1,extramarital
1,1,heterosexuals
1,1,walruses
4,2,rotation
3,1,mechanically
0,1,tailing
1,1,ponds
0,1,whorl
0,1,predation
0,1,lcd
0,1,blacking
0,2,exude
0,2,pak
0,2,atan
0,4,mak
0,2,inom
0,7,orked
0,2,kak
1,1,journeyed
0,2,rabun
0,3,sharifah
0,1,amani
0,1,aryana
0,1,aleya
0,1,adibah
0,1,noor
0,1,mukshin
0,2,kampung
2,4,revisited
0,1,doted
0,2,masak
0,1,syafie
0,1,naswip
1,1,kites
0,6,rumour
0,1,mongers
0,2,stemming
0,2,hujan
0,3,quitte
0,1,recollected
5,2,coz
0,1,karizma
3,1,aa
0,2,uo
27,1,ripley
2,4,nastiest
1,1,meta
7,6,bront
1,2,atom
3,1,reared
1,1,shacks
0,2,emasculating
3,1,lightening
0,2,gilleys
0,1,raitt
0,2,vicotria
4,1,elizabethan
2,2,potentials
0,1,exeter
0,1,greenscreen
9,1,inserting
0,1,ipecac
1,1,parables
0,2,knighthood
0,2,skewer
0,2,industrialists
0,1,bdus
0,2,upped
0,1,bristling
7,1,roasted
2,1,blarney
4,2,druids
0,1,modernistic
3,4,viel
15,2,intestines
1,2,eviscerated
1,4,implant
2,1,gnawed
4,1,foetus
0,1,apparantly
2,2,eradicated
4,1,moot
0,1,richandson
0,1,regents
0,1,coburg
5,4,mightily
0,1,warnerscope
7,2,fanboys
1,1,capers
0,1,besson
0,1,kabbalism
0,1,theosophy
0,1,crosscutting
4,4,tan
0,1,rabin
3,1,promotions
9,1,fundamentalist
0,2,academics
0,1,qualifier
1,1,demonise
0,1,recommeded
12,2,disk
0,1,exculsivley
0,1,deterr
1,1,scalp
4,4,smarts
0,4,coals
0,1,troublingly
0,1,topsoil
0,1,naturalizing
9,3,ziyi
0,1,disavow
1,2,hetero
3,3,jeanie
0,1,blackmarket
0,1,campaigned
0,1,laurentis
1,1,fraulein
0,1,offensives
3,2,jell
2,2,jello
0,1,dacascos
2,1,bosch
4,2,coolio
0,1,yippee
4,3,obtained
0,1,woefull
0,2,actualy
3,1,pastime
1,1,intrudes
1,1,cassavettes
0,1,rawest
2,2,clutch
0,1,westside
2,1,grievous
0,2,evaluations
0,1,scums
1,1,healthier
0,1,uninhabited
2,3,earnings
1,1,thence
0,3,kanal
0,1,vileness
0,1,micael
2,1,mendacious
1,1,fogged
0,2,ominously
2,1,gliding
0,1,enticed
4,1,bastardized
0,1,daugter
0,1,maura
0,1,goryuy
0,1,vahtang
0,1,kikabidze
18,2,monstrosity
0,1,sanctifies
0,1,kunst
0,1,heiligt
0,1,luege
1,1,stiffness
0,1,vibrators
0,4,tingler
0,1,testaments
3,8,chasey
0,2,greico
6,1,dispatched
1,2,colon
0,2,badlands
0,1,coahuila
0,1,zacatecas
0,1,potosi
1,1,sedona
1,1,durango
0,1,msmyth
0,1,marquz
0,2,tisk
2,3,piers
1,1,seldomly
0,1,haigh
0,2,dollys
4,2,peering
2,1,brazenly
0,1,scorcesee
0,5,resurgence
3,2,nationalism
0,1,confucianism
0,2,comprehensively
0,2,mendelito
0,1,shipments
0,1,convoys
0,1,frasncisco
1,1,hereafter
0,1,corson
0,1,hacienda
2,1,convoy
0,1,zfl
0,1,legionairres
1,1,braddock
1,3,elongated
2,1,anachronism
0,1,carleton
0,2,citadel
1,1,zenobia
0,1,repubhlic
0,2,schimmer
0,2,pheobe
0,1,buffay
1,1,arnt
5,3,anorexic
0,1,healthily
0,1,pheebs
3,1,payroll
2,1,proprietors
0,3,westchester
0,1,corrupting
1,2,lessen
1,2,demeans
0,1,glencoe
3,2,malle
0,1,inequities
0,1,pulasky
0,1,palusky
0,1,kayle
0,1,timler
0,1,sahsa
0,1,kluznick
2,1,wired
0,2,mccaid
0,1,marish
0,1,bailor
0,1,preps
0,1,slops
1,3,highschool
0,3,lita
1,2,mitb
1,1,stratus
1,2,mickie
3,1,divas
2,2,hhh
1,2,topple
2,4,viscera
5,2,candice
0,1,daivari
0,1,congratulates
0,1,cashes
2,3,ec
4,1,cashing
0,1,shockingest
1,1,watermelon
2,2,segregated
0,4,anc
0,1,shafted
0,1,leaderships
0,1,deklerk
1,2,twofold
0,1,ascendant
0,1,adminsitrative
1,5,structural
0,1,economists
0,1,imf
0,1,gatt
1,1,statistical
1,3,imprinted
0,1,lilja
0,1,anjos
0,1,straithrain
0,1,smidgeon
1,1,daley
0,3,remembrance
0,1,eyesif
0,3,krisak
0,1,circuitous
2,3,leisure
1,1,branding
7,4,alias
0,1,impalpable
3,1,spouted
0,1,governers
0,1,dink
0,2,gianni
0,1,monogamous
0,1,commensurate
0,3,perpetrate
1,2,floozies
0,1,sorrano
1,1,hanky
1,1,panky
1,1,panacea
2,1,alls
0,1,surreptitious
0,1,busters
0,1,apodictic
3,4,ersatz
0,1,tenenbaums
0,1,mewes
1,2,figment
1,1,bemusement
3,2,improvisational
0,1,jitterbugs
0,1,gojn
1,2,underpants
0,1,strutts
0,1,exhude
3,2,overwhelms
0,2,persevere
5,2,placid
0,1,inauguration
4,2,shrieks
0,1,profanities
1,2,furnishing
2,2,showman
0,1,telegraphing
0,1,laboheme
0,1,worded
0,1,charolette
1,1,heep
0,1,gramm
1,1,astrid
1,2,glanced
1,1,simons
0,2,sheiner
3,1,shorty
0,1,relocation
1,1,swag
3,1,rum
4,4,manchurian
1,2,assess
0,1,sensuousness
0,1,venality
1,2,nightlife
0,1,crawler
1,1,clockwatchers
6,3,hirsch
0,1,ato
0,1,essandoh
0,1,korte
0,1,handouts
0,1,oyelowo
9,2,blindly
0,1,malahide
0,1,coarsened
8,1,insufferably
0,1,tirelessly
1,1,wobble
0,1,leicester
1,2,lucinda
0,1,dryzek
1,1,fiddles
0,2,neatness
3,1,legendarily
0,1,tccandler
0,4,tc
0,2,candler
0,1,nederlands
2,2,signalman
5,3,antique
0,3,tubbs
1,2,dole
14,2,wicker
0,1,gentlemens
3,1,emanuelle
0,1,viard
1,2,unconventionally
0,1,dogsbody
0,1,taunted
4,2,deafness
1,2,ami
0,1,rapprochement
0,2,investing
7,1,nz
0,5,fc
2,2,bambino
1,5,tantrums
0,4,asgard
1,1,mafias
0,1,entreprise
3,4,launcher
1,1,inhospitable
0,1,endeavours
8,4,potboiler
5,1,pumps
6,5,volatile
0,1,indien
0,4,matographe
1,2,projections
0,1,kinetoscope
0,1,arroseur
0,1,arros
0,2,milgram
21,4,tina
0,1,actuelly
2,1,noland
0,1,tans
0,7,mcphillip
0,1,briish
3,1,grahame
1,1,shilling
0,2,gyro
4,2,numbed
0,1,kaite
0,1,informers
5,1,royally
1,2,slobbering
0,3,whoring
1,1,shouldered
1,1,implicate
1,3,fabrication
5,2,straws
0,2,travail
1,1,echelon
0,2,intrus
16,8,transplant
0,1,opaqueness
0,3,subor
0,1,wrongdoing
0,1,jura
0,1,gregoire
1,1,collin
0,1,loiret
0,1,caille
1,2,contraband
0,2,pharmacist
0,1,bambou
0,1,atrice
0,1,dalle
4,1,breeder
0,1,katia
0,1,golubeva
0,4,tahiti
3,1,staples
0,1,tindersticks
0,1,streamers
3,2,massage
0,1,masseuse
2,1,bobbing
1,2,elliptical
0,1,piecemeal
1,1,tyra
3,1,idaho
1,2,rebound
0,2,miscalculate
1,2,saunders
1,1,prozac
3,1,squanders
1,4,bedlam
1,2,expectedly
1,1,confides
6,3,rainn
0,1,dilutes
1,1,hestons
0,1,grassroots
0,1,badmouthing
0,1,kahlua
1,2,bynes
2,2,garth
0,1,midair
2,1,simulator
9,1,cheapo
1,4,lawnmower
15,2,refund
0,4,gnatpole
0,1,flutist
0,1,reciprocate
0,1,corben
0,1,berbson
5,4,ruben
3,1,piqued
0,2,alissia
2,2,contexts
