palabra	frecPos	frecNeg
dillinger	0	45
chemists	0	1
fingerprint	0	1
fandango	0	1
orchestrations	0	1
bronstons	0	1
mccall	0	4
delmer	2	1
birocs	0	1
blurts	2	1
survivial	0	1
tid	1	1
dv	4	9
enraptured	2	1
porcupine	1	1
gushed	0	1
sharpest	0	2
heartwrenching	2	2
jarhead	1	0
denigrate	3	1
rocketry	4	0
hickham	2	0
scudded	1	0
deathrap	1	0
inexpressible	1	0
experimenter	2	0
timesfunny	1	0
anonymoussometimes	1	0
traditionthat	1	0
interruped	1	0
validated	2	3
lawsuits	3	2
unreleased	4	2
seville	0	1
bullfighting	1	1
feodor	0	2
atkine	0	2
questionthat	0	1
relaesed	0	1
playgroung	0	1
thrillersslasherswhodunitmysterieswhatever	0	1
guillermo	0	4
tross	0	1
espinazo	0	1
diablofor	0	1
bullseye	3	1
shaved	0	11
transvestive	0	1
oltimes	0	1
yipee	0	1
weel	0	1
sevilla	0	1
creditsof	0	1
celebrations	2	1
practicly	1	1
alida	1	1
incarnated	1	1
superwonderscope	0	1
coerced	4	2
barb	2	4
overstay	3	1
hutchs	1	0
lombardos	1	0
knots	4	2
macbeths	1	0
lombardo	1	0
everday	0	1
novelizations	0	1
lyndon	3	5
testaverdi	0	1
pate	1	0
motherdaughter	2	2
voyeuristic	4	5
recklessly	1	1
exclusivity	2	0
becky	11	4
unknowns	5	7
wheelchairs	1	1
ize	1	0
memorabilia	3	0
slobs	0	1
cameramans	1	1
winsor	1	0
mccay	1	0
ladislaw	1	0
starewicz	4	0
motorcycles	1	3
frogland	1	0
mascot	1	2
cameramant	1	0
swipe	2	4
stationif	0	1
commandeered	1	1
jannickmark	0	1
bazeley	0	1
sandsseagalwill	0	1
jessicaciera	0	1
paytonand	0	1
rojaralki	0	1
jannick	0	1
stonevincenzo	0	1
nicoliand	0	1
elianakatie	0	1
rathersteve	0	1
toussaintin	0	1
biochemical	0	1
detonate	0	2
tis	2	2
suchlike	0	1
oooo	0	2
tylers	0	2
sebastians	0	2
paedophilic	1	1
bracket	2	2
teenish	1	1
flippantly	0	1
filmsshow	0	1
loch	0	3
autry	0	3
telephones	2	2
stymie	0	1
flubbed	0	1
unchoreographed	0	1
abouts	0	1
jefferies	0	1
mantan	0	2
moreland	1	2
purgatori	1	0
dooohhh	0	1
bwainn	0	1
hurrrts	0	1
yaarrrghhh	0	1
yaargh	0	1
guttural	2	3
seminars	0	1
accessories	1	1
gallo	0	1
doorless	0	1
parapsychologists	1	1
misuse	2	8
misinterpretations	0	1
skeptico	0	1
cults	4	11
coffers	0	2
httpskeptico	0	1
blogs	0	3
comskepticowhatthebleep	0	1
crippling	3	3
mimicking	5	5
revolved	5	2
inconvenienced	0	1
fudd	4	1
pinchots	0	1
sartains	0	1
atoll	1	1
kc	1	0
filmfest	1	0
countdowns	0	1
technician	2	1
ruffin	1	0
hopers	2	0
rydell	0	2
sandys	0	1
frenchy	0	1
deponent	1	0
saith	1	0
dianne	1	2
facilitate	1	2
devolve	1	2
concentrating	11	2
animationscience	1	0
interceding	1	0
joness	2	4
floridas	3	0
gossipy	2	1
lenny	2	7
vilma	1	0
monarchs	6	0
dramatizes	1	0
intrusions	1	0
sufficiency	2	1
bettanys	1	0
exert	2	0
alphabetti	0	1
shrugs	1	3
poised	2	3
breakouts	0	1
undressing	1	2
looped	1	5
thrower	1	3
disbelieving	1	1
pinciotti	1	0
sanest	1	0
theorist	1	0
burkhardt	1	0
prettiest	3	1
prospective	4	2
divya	0	6
bharti	0	3
rishi	0	5
swollen	1	1
piglet	0	2
mithun	0	1
chakraborty	0	1
dixit	1	1
deepika	0	1
sneha	0	1
ullal	0	1
engraved	0	1
marxists	0	3
huxleys	1	0
percys	1	0
standstill	2	1
angelbike	1	0
calloused	1	1
authorized	3	0
magus	1	0
spartacus	3	1
torrences	2	1
oversee	3	1
upkeep	1	0
reopens	1	0
welcoming	3	4
furnishings	2	1
fixes	4	1
dannys	14	1
dormants	1	0
moldings	1	0
torrence	5	0
minotaur	1	1
crete	1	0
magickal	1	0
cruthers	1	0
snowbound	1	0
oyl	3	1
popeye	3	5
fiends	2	4
delbert	2	0
wrenched	2	0
lia	1	0
beldan	1	0
seductively	2	1
jonesing	2	0
certifiable	2	1
alcoholics	3	3
avails	1	0
bourbon	3	0
whirls	1	0
confrontational	3	1
heeeeeres	1	0
smarm	1	0
platitudinous	1	0
rawks	1	0
sitck	1	0
directer	1	4
zappa	2	2
axiom	0	1
idris	0	3
muhammed	0	1
pontificating	1	2
youssou	0	1
ndour	0	7
dredged	1	2
senegal	0	4
ndours	0	2
dakar	5	8
samba	0	5
luxemburg	1	1
beatnikblack	0	1
powernation	0	1
amir	0	1
baraka	0	1
leroi	0	1
perpetuating	2	2
platitude	0	1
senegalese	0	2
merchants	0	1
harmoneers	0	1
seaward	0	1
rigour	0	1
diehl	0	4
dorn	1	5
eggert	0	6
teasingly	1	1
brassiere	1	1
soothe	2	1
cristy	7	0
chandlers	1	1
greco	0	1
necroborg	1	0
polay	1	0
moviesbookscomicsinternal	1	0
goodly	1	0
whatevers	1	1
differed	1	0
embellished	3	0
mattress	1	2
bruising	2	0
hancock	2	2
bagger	1	0
extols	1	0
slugger	1	0
shuns	2	0
forrester	3	1
richs	1	0
encapsulate	1	1
halo	2	2
wildcat	2	0
prospector	1	2
bankroll	2	1
petals	2	0
entreat	1	0
ritas	6	0
intervene	1	1
gushes	2	2
roughnecks	1	0
uprooting	1	0
divisional	1	0
playoffs	2	1
stuns	2	2
fastballs	1	0
fouls	1	0
overindulgence	1	1
afflecks	1	1
evaluating	1	2
uphold	0	2
capita	0	1
capta	0	1
unjustifiable	0	1
vilify	1	1
fraudulently	0	1
greenstreet	0	3
sensationalist	2	1
inflame	0	1
spurist	0	1
furthering	2	2
telefilm	1	2
brutalizing	0	1
wane	2	2
arne	1	2
glimcher	0	1
estimates	0	1
bala	0	1
fulton	1	2
mackay	0	2
fraggle	0	1
barron	2	1
subscription	1	3
subscribing	0	2
kissy	0	2
rhymed	0	1
smartie	0	1
gigglesome	0	1
glenaan	1	0
glenaans	1	0
subservience	1	1
angkor	0	3
wat	0	3
zombiemilitary	0	1
confusinghalperin	0	1
googly	1	1
summery	1	2
kazaam	0	17
raps	0	2
shaqs	0	1
goodgfellas	0	1
pachanga	0	2
humors	4	1
phlegm	1	0
bacalls	1	0
dooleys	5	2
choleric	2	0
gil	7	4
exhorting	1	0
aquatic	1	4
garnell	1	0
proffering	1	0
bile	2	1
wolff	1	0
burbank	2	0
convened	1	0
specializing	1	2
glendyn	1	0
ivin	1	0
difficut	1	0
westfront	2	0
pabst	11	1
pandoras	9	0
rift	7	4
comradeship	3	0
xenophobia	2	1
jaccuse	1	0
gance	1	0
rino	0	2
silvestros	0	1
lupa	0	2
mannara	0	2
writhing	3	6
annik	0	5
borel	0	7
daniella	0	7
neseri	0	1
borels	0	2
sexily	2	1
dagmar	0	2
lassander	0	2
luca	1	1
objectifier	1	0
gummy	2	0
fumbling	1	4
herosci	1	0
kindergarten	1	8
paternal	3	0
gens	6	0
libre	4	7
clandestinely	1	1
saviers	0	1
preachers	1	3
solos	4	1
priestleys	1	0
rustlers	1	0
cassidys	1	0
hoppy	1	0
carridine	1	1
oddness	1	3
exaggerations	4	1
airwolfs	1	0
mods	3	1
porsches	1	1
hbos	0	3
funner	0	2
astronomically	1	1
hearby	0	1
disneynature	0	1
rife	1	5
bleating	0	1
implying	0	7
deniers	0	1
nurseries	1	0
autonomy	1	0
advancing	7	2
preadolescence	1	0
discharges	1	0
isaacs	5	2
mekum	3	0
mace	2	1
chiklis	3	0
bringleson	1	0
rubrick	1	0
alternatives	3	0
gypsie	0	1
suchet	1	2
poirot	11	2
nile	0	1
christies	3	1
simpley	1	0
smolley	1	0
briant	1	0
voltando	1	0
viver	1	0
straightens	0	2
auditions	2	5
pinata	0	3
panicked	4	2
blanketed	0	2
dixie	1	2
eesh	0	1
tobys	0	2
slicker	1	4
gymnasium	2	1
beverages	0	6
adhered	1	0
censured	1	0
evenings	9	5
scalise	20	0
paines	7	0
uncooperative	2	2
scalises	1	0
jiggs	1	0
misfortunes	2	3
negulesco	1	0
jammin	2	0
gjon	2	0
mili	3	0
burkes	1	2
mclaren	1	0
linwood	1	0
predated	1	0
midlers	3	0
trini	5	2
alvarado	5	2
elijah	3	5
trot	2	1
hool	0	1
whims	0	3
cluelessness	0	3
parcel	3	2
steers	2	1
bemoaning	1	1
ruck	1	1
mackerel	0	2
uncomfortableness	0	1
verona	0	1
capulets	0	1
montagues	0	1
rycart	0	1
saire	0	3
capulet	0	2
stagnates	0	1
tights	4	5
codpieces	0	1
stately	4	2
inexpressive	0	3
oconnors	1	7
friar	2	4
mercutio	0	2
gurns	0	2
gesticulates	0	1
rickman	0	4
tybalt	0	3
naismith	0	1
hordern	1	1
surfboard	2	1
banderass	0	1
yawns	0	4
reenergize	0	1
mccain	1	1
ladyslipper	1	0
exhaustively	0	2
couturie	0	1
greenfield	0	1
couturies	0	1
intercuts	1	1
blammo	0	1
trudeau	0	1
oconnell	4	2
jordana	1	1
sisto	1	1
dutton	0	2
reduces	3	3
capping	0	1
skimming	0	3
halestorm	0	8
snickered	0	2
willard	7	9
swishing	1	1
infatuated	6	2
dunkin	0	1
mariel	0	2
hemingways	0	2
sensuous	6	2
aggressor	0	1
sarandons	2	1
mariels	0	1
mogul	2	3
dino	3	10
laurentiis	0	1
margauxs	0	1
overdose	2	4
suicides	5	5
footpath	0	2
handrails	0	1
signalman	2	2
traveller	2	3
signalling	0	1
practises	0	1
pinup	3	2
jc	8	3
touting	1	4
presumptuous	3	1
helluva	3	1
probes	2	3
shadings	3	0
behemoth	1	2
concatenation	1	0
almereyda	0	1
inheriting	2	1
litening	0	1
mpkdh	2	0
na	3	5
seema	2	0
biswas	2	0
mpk	2	0
sameer	1	0
soni	3	0
amrutha	1	0
mujhe	2	0
haq	2	0
anjaane	1	0
ajnabi	1	0
abhi	1	0
aada	1	0
adhura	1	0
dancey	1	0
hamari	2	0
shaadi	3	0
hssh	3	0
spookily	3	0
unilluminated	1	0
stridently	1	1
eqd	1	0
ugliness	3	1
slavering	1	0
compositor	1	0
confections	1	0
mimieux	3	0
unspectacular	1	1
alienness	1	0
navet	1	0
neato	1	0
retina	1	0
benchmark	8	1
holiman	1	0
robby	13	4
ossessione	21	0
bambini	1	0
guardano	1	0
dbut	1	0
alarmingly	2	1
telefoni	1	0
shirtless	1	6
calamais	2	0
unglamorous	5	1
spagnolo	1	0
elio	1	0
marcuzzo	1	0
clmentis	1	0
rossellinis	1	0
roma	2	10
citt	1	0
aperta	1	0
sciusci	1	0
carns	2	0
quai	1	0
brumes	1	0
lve	1	0
moko	1	0
paesan	1	0
fairs	1	0
swindlers	1	0
viscontian	1	0
socialpoliticalsexual	1	0
elites	2	0
desica	2	0
senso	2	0
viscontis	7	0
suoi	1	0
fratelli	1	0
terra	3	0
trema	2	0
analyzes	2	0
andrenaline	0	1
kickers	0	1
protocols	0	1
xo	0	1
sidenote	0	2
shephard	2	0
camino	1	0
doled	1	0
speedo	1	0
assignments	8	3
rolfe	1	2
tattersall	1	1
qt	1	1
odonnells	3	0
reboots	1	0
reboot	2	3
gaylord	0	1
ioan	2	0
gruffudd	2	0
kinetic	6	3
frigid	4	4
peahi	1	0
decipherable	1	1
peeing	1	4
centering	5	0
whiners	1	0
gasps	3	3
scrat	6	0
whoppie	0	1
fasten	0	1
belts	6	3
soaper	2	3
nailing	1	1
pimpemployment	0	1
moans	1	7
zsa	0	2
gabor	0	2
aholocolism	0	1
mortuary	2	1
sniffle	0	1
trishs	0	1
tongues	2	3
emilfork	0	1
krank	0	1
italias	0	1
embody	3	4
wrangler	0	2
wiseness	0	1
fornicating	0	2
dirtiness	0	1
piovani	2	1
perimeter	0	1
elapses	0	1
ellipses	1	1
hunchback	1	8
loitering	0	1
dungy	0	1
calamitous	0	2
fells	0	3
denigrati	1	0
scopophilia	1	0
backtrack	1	1
naylors	1	0
brevity	0	5
tribeca	4	2
plotscript	0	1
producerdirectorstar	1	0
joyfully	3	0
archetypes	7	1
pruneface	2	0
gould	5	2
tracys	7	1
proxy	3	2
justifiably	8	2
earful	1	1
apollonia	6	0
sparrings	1	0
minnieapolis	1	0
boosts	3	1
neveror	0	1
edgars	0	1
aldridge	0	1
tumnus	0	2
aslan	0	2
stiffs	2	1
elmo	0	1
azkaban	0	2
hoots	0	1
derisive	1	2
gryphons	0	1
unrolls	0	1
marjories	2	0
scarwid	3	0
hanzo	5	3
bucking	1	1
trunks	3	1
sharking	1	0
rapeinterrogation	1	0
strove	1	2
bogeyman	2	4
resell	0	2
noveli	1	0
crandall	3	0
idk	1	0
mink	4	1
dainty	1	1
baddddd	0	1
matureadult	1	0
nixflix	1	0
gtavice	2	0
basilisk	0	5
shinobi	0	5
animemanga	0	1
unethically	0	1
oboro	0	1
gennosuke	0	2
hotarubi	0	1
tenzen	0	1
ballets	1	2
coupons	2	0
radford	1	2
freewheelers	2	0
halcyon	1	0
flared	1	0
slade	1	1
chicory	1	0
frightfully	3	0
rada	1	0
ishoos	1	0
stis	1	1
getter	1	0
padburys	1	0
deferential	1	0
spraining	1	0
washer	2	0
clawed	0	3
jokester	1	1
jackasses	0	3
penguinbanerupert	0	1
setpiece	0	1
dooblebop	1	0
conservatives	2	2
politic	0	3
strutting	3	3
likeminded	0	1
rutina	1	2
academically	0	1
tuition	3	1
prte	1	0
farse	1	0
chabats	1	0
gaionsbourgs	1	0
tarnishes	1	1
egomania	2	0
doyles	6	1
ankylosaur	0	1
tyrannosaur	0	1
pyro	1	0
lamppost	1	0
varney	1	1
carny	1	0
symbiotes	1	0
traversing	3	0
hover	1	0
maneuverability	1	0
mysterio	2	0
olympiad	1	1
staleness	0	1
coerce	2	1
distastefully	0	1
egocentric	1	3
cutthroat	1	1
deploy	1	1
pricks	0	1
disneyfied	0	2
earshot	1	1
resultthey	0	1
supervillain	0	1
wails	2	2
multitask	1	0
hinting	6	2
boldly	4	4
dogfights	2	0
chimayo	0	3
catfish	0	1
touchy	5	5
feely	0	3
enviro	0	1
hartford	0	2
smeared	1	8
rears	4	3
rubbery	1	4
thi	2	2
artisanlions	0	1
ketchim	1	0
bruck	1	0
ferraris	1	0
mercs	1	0
everly	2	0
falcos	1	0
limo	3	2
vick	3	0
vics	4	2
harmful	6	4
counterman	1	0
immobile	1	2
backup	2	6
soloists	1	0
coles	9	0
thunderstorms	0	1
glazing	0	1
spate	2	3
brandishing	3	1
scythe	0	3
dahm	0	1
brainsadillas	0	1
appetizers	1	1
skins	2	1
quadrophenia	4	0
thatcherite	1	0
finacee	0	1
clevage	0	1
sensous	0	1
hopcraft	1	0
tinker	7	1
carstone	2	0
claires	1	1
krook	2	0
esterhase	1	0
ttss	1	0
hepton	4	0
wince	3	5
hehe	4	1
artisan	0	4
megabomb	0	1
killjoy	1	2
hebert	0	1
bitchyslutty	0	1
yackin	0	1
smokin	0	3
blabbing	1	1
tridev	0	2
prabhat	0	1
azghar	0	1
jhurhad	0	1
prabhats	0	1
aakash	0	1
kenya	0	4
naseerdun	0	1
sonam	0	1
jyotsna	0	1
kiran	0	1
gulshan	0	2
songsaat	0	1
samundar	0	1
renounced	1	1
desmond	6	2
floyd	10	4
rediculous	2	1
indiscreet	1	1
baseketball	10	4
riverdance	1	1
nj	4	0
underpass	2	0
underpasses	1	0
northeast	2	1
joliet	1	0
gentileschi	1	3
distorting	3	1
valentina	1	1
cervis	0	1
feigned	1	2
freakout	0	2
carnaby	1	0
amerterish	0	1
repoman	0	1
weirded	1	1
cods	1	1
snook	1	0
crispies	1	0
hamburgers	1	2
broiler	0	1
burger	5	4
touchstone	3	1
weitz	0	4
abrasively	0	1
profane	3	5
castamong	0	1
montys	0	1
addy	1	4
chazz	0	6
palminteri	0	5
sctvs	0	1
wellington	3	8
crouther	0	1
roi	0	1
ck	0	1
harlems	0	1
faison	0	1
implores	1	1
pedaling	0	1
sontee	0	3
wham	5	5
levitates	0	1
skyward	1	3
wreathed	0	1
keyes	0	8
wellingtons	0	3
coolidge	0	1
germann	0	1
conditionally	0	1
loaner	0	1
privatize	0	1
surfeit	1	2
crusading	0	1
muhammad	0	2
inverts	0	1
cremate	0	1
commoner	0	2
michigan	3	3
switcheroo	0	1
undercutting	2	1
stocky	2	1
scribes	0	2
jamshied	0	1
sharifis	0	1
jete	3	0
marker	7	3
buckmaster	1	0
stow	2	0
bumpy	2	2
hanna	13	4
drastic	4	2
loonatics	0	3
menville	0	2
shaggys	0	2
scoobys	1	2
thunderclaps	0	1
wnsd	0	3
ahoy	0	3
stickers	3	1
parades	2	6
mouthing	3	0
adama	6	2
katee	1	0
calicos	2	0
baltar	1	4
tricia	3	0
seymours	1	0
loerrta	1	0
spang	1	0
cassiopea	1	0
thankyou	1	1
frankfurt	1	0
katharina	2	1
pardoned	2	0
considine	3	1
enlists	8	2
ethic	5	1
humorously	1	1
cervi	1	0
osmond	1	1
clients	9	8
capshaws	0	1
arquettes	0	4
oquinn	0	2
sniveling	0	3
att	0	1
dunskys	0	1
becks	1	3
pluses	1	3
boheme	4	0
peculiarly	1	3
powerhouses	1	2
deflate	1	0
tellingly	2	1
hepburnhumphrey	1	0
bogartwilliam	1	0
loonytoon	1	0
groped	2	0
poppingly	1	0
arteries	1	0
cardiovascular	1	0
jost	1	0
vacano	1	0
filone	8	0
msb	0	3
pokdex	0	1
natsu	0	1
yasumi	0	1
tankentai	0	2
exeggcute	0	1
togepi	0	1
tsukurou	0	1
kireihana	0	1
bellossom	0	1
poliwhirl	0	1
poliwrath	0	1
cramps	0	3
arshia	0	1
lugia	0	8
lugias	0	1
fururas	0	1
jirarudans	0	1
mew	0	1
mistys	0	2
moltres	0	1
zapdos	0	1
pokballs	0	1
caging	0	1
stamps	1	1
importing	0	1
cattleman	3	1
insubordinate	1	0
riverboat	1	2
ronda	12	0
justifiable	1	1
disrupting	2	0
bidder	2	2
klondike	4	3
wilkie	2	0
alberta	2	1
ofstars	1	0
cinematographical	1	1
renderings	3	0
superficialities	1	0
alexia	1	0
chomiak	2	0
currie	11	4
grumpiness	2	0
citroen	2	0
picnicking	1	0
pedestrians	1	0
bordeaux	1	1
elene	1	0
itwith	1	0
kasturba	2	0
misleads	1	0
mohandas	1	0
karamchand	1	0
chayya	1	0
shead	1	0
celebei	3	0
apricorn	1	0
pokeball	1	0
winslett	1	1
bubblegum	5	1
decaprio	1	1
weedy	0	1
dumbed	8	8
inaccurately	0	2
falsehuman	0	1
urbanized	1	0
stagey	4	3
declaims	1	0
multizillion	1	0
elinore	10	0
jerrine	1	0
folsom	1	0
rangeland	1	0
landauer	1	0
lilia	2	2
skala	2	0
midwife	1	0
primus	2	0
elinores	1	0
backbreaking	1	0
conveniences	1	1
ranchers	2	1
wrest	1	0
toil	2	0
unclaimed	1	0
machiavellian	5	0
midwinter	1	0
blizzard	1	0
footling	1	0
breech	1	0
fakery	2	0
lamplight	1	0
plasma	2	4
inverter	0	1
ives	2	2
stevensons	3	1
friel	4	1
bristles	4	0
reverand	1	2
womanizer	5	5
kirkland	1	18
horridly	0	3
vested	1	3
jabbed	1	0
disfigure	1	0
lockers	3	1
kendra	1	0
berets	0	3
viet	2	2
cong	0	1
rambos	0	3
dingmans	1	0
hearkens	2	1
contradicting	1	1
slinky	4	1
fangirls	1	0
camui	1	0
homosexualhomoerotic	1	0
rehearing	1	0
bizet	4	0
jos	14	1
entwining	1	0
bizets	1	0
mrime	1	0
hetero	1	1
govern	3	2
contentious	0	2
politicalsocial	1	1
irresolute	0	1
exhausts	1	1
socialpolitical	0	1
loudspeaker	0	2
overgrown	1	3
immemorial	0	1
baddiel	0	1
expatriate	1	0
wisbar	1	0
urich	6	0
regalbuto	2	0
faustian	1	0
devilishly	1	0
miltonesque	1	0
denoument	1	0
bundle	4	3
grinnage	2	0
mcdevitt	2	0
fargas	1	0
tamilyn	1	0
romanticising	0	1
meaneys	0	2
louches	2	0
tanger	3	0
transaction	1	1
louche	2	1
booby	6	3
jeopardy	11	3
wrongfully	5	2
scratcher	0	1
rebane	0	8
shatfaced	0	1
bandstand	0	1
geriatric	1	4
aerobics	0	4
stuckeys	0	1
humping	2	2
trifling	0	3
blurry	6	11
watershed	3	1
promotes	1	5
berman	0	3
waged	0	1
canceling	1	3
boomtown	0	2
quoteunquote	0	2
bimbos	1	8
marriott	0	2
chro	0	1
realitydatinggame	0	1
gangstercriminal	0	1
alt	0	4
sticker	0	2
excpet	1	0
demo	2	2
lamps	0	1
landons	0	2
siam	0	3
schoolteacher	3	2
synch	1	3
marni	0	1
nixons	0	2
bombast	1	1
moppets	1	1
hammerstein	2	2
bauble	0	2
amerindian	0	1
reviving	6	3
vicinity	2	2
ewell	0	1
razorblade	0	1
fats	0	1
everythings	1	5
revist	0	1
machinist	0	1
payoffs	0	2
blazkowicz	2	0
thwarting	2	1
fuhrer	4	0
grabber	2	0
tetris	1	0
gta	4	3
gamings	1	0
nukem	1	0
mullins	1	0
denton	2	1
rectangular	2	0
chaingun	1	0
aarrrgh	1	0
voluntarily	1	3
arclight	1	0
paley	1	1
syfy	2	3
posy	1	0
bamberhelferpark	1	0
greystone	2	0
malcomson	3	0
stoltzs	2	0
roslin	1	0
mobs	2	2
intimidated	5	0
upstairsdownstairs	2	0
stolz	1	1
clarice	2	1
mccreary	1	0
eick	2	0
zooey	4	0
helfer	1	0
holoband	1	0
writr	1	0
anagram	2	0
hickams	1	0
colick	1	0
coalwood	6	0
sherman	5	5
odell	4	0
lindberg	1	0
tryouts	3	0
streaking	1	0
canerday	1	0
anwers	1	0
frieda	1	2
homers	9	1
nationals	1	0
isham	2	0
grime	1	1
pertinacity	1	0
rawness	2	1
impersonal	2	1
encroachments	1	0
reverence	8	1
songwriting	1	0
gaynor	1	0
actresssinger	1	0
contrivance	4	3
newsweek	2	3
kael	3	0
unarguably	2	0
silvestris	0	1
hysteric	0	1
silvestri	1	3
italo	0	1
horrorexploitation	1	1
ethnical	0	1
kunefe	0	1
foods	0	3
lebanese	1	1
ethnocentrism	0	1
alienator	0	4
shambolic	0	1
suckfest	0	3
haystack	1	1
vaporising	0	1
rot	1	16
hofsttter	2	0
dubber	1	0
investments	0	1
brokerage	0	1
kelley	1	4
embezzle	0	2
rothschild	0	2
shrewdly	2	1
taxation	0	1
musts	0	1
gratefulness	0	1
decivilization	0	1
anglaise	1	0
baroque	4	2
musseum	1	0
corby	3	0
sander	2	0
grotesquesat	1	0
conjoined	1	2
cuttingall	1	0
brissons	1	0
manxman	1	0
dimples	1	0
scriptdirectoractors	0	1
bondarchuk	2	3
undertake	5	2
voiceovers	0	4
vidors	2	3
ussr	3	3
lyudmila	0	1
savelyeva	0	1
kirov	0	1
foreigners	6	3
bondarchuks	1	1
clang	2	0
koslo	1	0
drewbie	0	1
drewbies	0	1
damato	3	10
ewa	0	3
munson	0	3
seater	1	2
zenda	1	1
lollabrigida	2	0
superstardom	6	0
despaaaaaair	0	1
uplifted	1	1
pooing	0	1
metaphysicalphysical	0	1
peptides	0	1
receptors	0	1
rambled	1	1
unify	1	1
cohere	0	2
cognition	0	2
unprovocked	0	1
hendrixs	0	1
malcontent	0	2
flimsiest	2	2
lahr	2	0
dorseys	1	0
elman	2	0
drumtrumpet	1	0
skeltons	1	0
nb	4	1
boerner	1	0
solar	1	7
wackiness	1	7
demme	8	2
infantry	2	4
vbc	0	1
acus	0	2
haji	0	1
deployments	0	1
humprey	1	0
bogarts	2	0
sobers	1	0
braley	1	0
braselle	2	0
rudi	2	0
walchek	1	0
extorting	2	0
menendez	1	0
attorneys	4	1
declamatory	1	1
greer	2	0
garson	3	3
drabness	1	0
bucharest	3	0
concur	5	3
bucharests	1	0
immigrate	1	0
drummed	1	1
studious	1	0
kikis	6	0
youwatch	1	1
quatermainwho	1	0
deedy	1	0
quatermain	5	5
ruggedly	4	0
clench	1	0
johney	0	1
wordplay	1	2
silva	7	2
dragobut	0	1
pryors	0	5
ruptured	1	1
uterus	0	2
reddish	0	1
ailments	2	1
drunkenness	0	2
galens	0	1
reproducing	0	2
houghs	0	1
unnoticeable	1	1
alastair	6	1
fothergill	3	0
linfield	4	0
deserts	9	5
criticzed	1	0
humanize	2	0
diseased	3	2
carlyle	6	5
possesed	1	0
gehrlich	1	0
modines	2	0
schrieber	2	1
plead	4	4
carers	1	0
chirps	0	2
whetted	3	0
baaaad	0	1
vixens	2	1
eroticus	0	1
spiderbabe	0	1
darian	2	1
marm	1	1
larocca	3	3
wilbur	1	0
gallico	5	0
gallicos	4	0
ormond	4	0
ransacked	1	0
rinaldi	4	0
guignol	5	0
fountains	3	0
periodical	2	0
fingerprints	2	0
prentiss	1	0
christover	1	0
spitfire	2	2
auditorium	0	3
ibiza	0	3
beatriz	0	1
batarda	0	1
presson	3	0
nonverbal	1	0
stephenson	2	0
sophy	1	0
caricaturist	1	0
pricked	1	0
empathised	1	0
beadle	2	0
magistrate	1	4
brownlow	1	0
secombe	1	0
fagin	9	2
corrupter	1	0
semitic	2	2
dickenss	1	0
incline	1	0
godby	1	0
bening	0	3
hygiene	2	1
emory	16	0
cincinatti	1	1
dwindle	3	0
reopen	2	0
reps	1	0
stave	2	2
foreclosure	1	0
emorys	3	0
furnaces	1	0
stupefied	1	1
concession	2	2
extracted	3	1
modernizing	1	0
doucette	2	0
arsenal	4	3
sexrape	0	1
relieving	0	4
iowa	9	12
arranges	3	6
knightleys	3	0
tenko	3	0
alamothirteen	0	1
jokers	0	4
mould	4	4
trumpery	0	1
brothels	3	0
elke	0	1
sommer	0	6
fresco	0	1
matriarchs	1	2
fiancee	0	3
letterboxed	2	2
bavas	3	2
plotlines	0	5
funerals	1	3
matriarch	0	1
lollipops	0	3
haltingly	0	1
eurohorror	0	3
recomment	0	1
nonfiction	0	2
imprisonment	4	1
hickock	9	1
rankings	1	2
enrage	1	2
cicus	0	1
whitman	4	3
preform	1	1
mbongeni	1	0
ngema	1	0
asap	6	0
mvie	1	0
lengle	0	7
dispel	1	4
completeist	0	1
dehumanization	1	0
limiting	1	1
yuen	16	1
catiii	1	0
consensus	7	8
articulately	1	0
quakers	1	0
expositions	1	0
glaciers	2	0
larn	3	0
firekeeps	1	0
jarols	2	0
teegra	3	0
firekeep	1	0
illustrator	2	0
dinotopia	2	0
kinkade	2	1
donor	1	6
cornea	0	2
antigen	0	1
squatting	1	3
distressed	5	0
hersholt	4	0
heavenward	1	0
dawns	3	0
beatific	1	0
peyote	1	1
preserving	4	1
skitters	1	1
phoenixs	1	2
memorise	0	1
gashed	0	1
secreterys	1	0
suprisingly	1	0
everymans	1	0
terminators	1	0
boen	3	0
nutso	1	1
producerdirector	1	2
spinoff	1	0
scanners	13	2
beutiful	1	0
feinstones	5	0
micahel	1	0
stadvec	3	0
virginya	2	0
keehne	2	0
dentists	9	8
drillings	1	0
channeland	0	1
contestent	0	1
cognoscenti	1	0
seasick	1	1
unwieldy	1	1
goldies	1	1
suprise	2	1
willam	1	0
suprising	2	0
envisioned	7	3
hitches	2	2
sinker	3	3
bianlian	4	0
sichuan	2	0
loops	2	0
kolya	3	0
gowky	0	1
hen	2	1
broon	0	1
moose	2	1
fandom	1	3
disdains	0	1
mollycoddle	0	1
essanay	0	1
ingersoll	0	2
theby	0	3
chested	2	3
everson	0	1
dismissively	0	1
melvilles	0	3
ishmael	0	2
eradicated	2	2
ahab	1	4
sumitra	3	0
bhave	2	0
shaaws	1	0
doghi	5	0
marathi	1	0
maharashtra	1	0
sunsets	2	1
gauris	6	0
superstitions	3	0
bringer	1	0
kleenex	7	2
renovation	2	1
confessionals	0	1
dreamgirls	0	4
supremes	1	1
weakens	4	4
osteen	0	1
delores	1	3
stix	0	3
quintet	3	1
